"latitude","longitude","name","country","refcode"
"42.6069","-80.6598","Frogmore","CA","CAN0007870"
"42.3964","-81.8657","Front Line","CA","CAN0007871"
"45.4023","-71.8984","Frontenac","CA","CAN0007872"
"49.5793","-123.2020","Furry Creek","CA","CAN0007873"
"56.0148","-122.1957","G.M. Shrum","CA","CAN0002146"
"43.6911","-79.6105","GTAA Cogeneration","CA","CAN1060359"
"44.7588","-63.2043","Gaetz Brook","CA","CAN0007875"
"45.4262","-76.2537","Galetta","CA","CAN0007876"
"44.0197","-78.5810","Ganaraska","CA","CAN0007877"
"46.1950","-60.0839","Gardiner Mines (Cape Breton University)","CA","CAN0008599"
"47.2402","-84.5835","Gartshore","CA","CAN0007878"
"45.4792","-75.6552","Gatineau (Bowater)","CA","CAN0007879"
"45.9879","-79.4190","Geisler Falls / Corkery Falls","CA","CAN0007880"
"53.3446","-114.3049","Genesee","CA","CAN0002049"
"42.5193","-81.7571","Gesner","CA","CAN0007881"
"51.2188","-114.7078","Ghost","CA","CAN0007882"
"51.8723","-113.3181","Ghost Pine","CA","CAN0007883"
"46.5677","-60.5252","Gisborne","CA","CAN0007884"
"48.6439","-85.7659","Gitchi Animki Bezhig","CA","CAN0007885"
"48.5977","-85.8779","Gitchi Animki Niizh","CA","CAN0007886"
"46.0022","-79.4247","Gitzler Falls","CA","CAN0007887"
"46.2180","-59.9810","Glace Bay / Donkin","CA","CAN0007888"
"45.6467","-62.2216","Glen Dhu","CA","CAN0007889"
"44.1525","-77.5819","Glen Miller","CA","CAN0007890"
"44.4633","-78.9662","Glenarm","CA","CAN0007891"
"46.8385","-71.9405","Glenford","CA","CAN0007892"
"49.6827","-126.1253","Gold River","CA","CAN0007893"
"51.3047","-116.9761","Golden","CA","CAN0007894"
"44.2878","-79.2936","Goldlight","CA","CAN0007895"
"44.5117","-78.9920","Goodlight","CA","CAN0007896"
"43.7465","-79.6799","Goreway","CA","CAN0002050"
"42.1269","-82.6835","Gosfield","CA","CAN0007897"
"43.2986","-81.6144","Goshen","CA","CAN0002147"
"46.6615","-84.3587","Goulais","CA","CAN0007899"
"42.2718","-82.4882","Gracey","CA","CAN0007900"
"43.3937","-81.6578","Grand Bend","CA","CAN0007901"
"48.9254","-55.6678","Grand Falls","CA","CAN0007902"
"47.0429","-67.7369","Grand Falls / Grand Sault","CA","CAN0007903"
"53.1600","-99.2863","Grand Rapids","CA","CAN0002148"
"42.8814","-79.7879","Grand Renewable Energy Park","CA","CAN0002149"
"42.8883","-79.8190","Grand Renewable Energy Park","CA","CAN0002150"
"44.0078","-80.3556","Grand Valley I / II","CA","CAN0007907"
"43.9294","-80.3437","Grand Valley III","CA","CAN0007908"
"46.6152","-72.6793","Grand-Mère","CA","CAN0007911"
"55.1602","-118.8184","Grande Prairie EcoPower","CA","CAN0007909"
"45.2727","-72.1054","Grande-Dame","CA","CAN0007910"
"45.2727","-66.0677","Grandview","CA","CAN1060348"
"48.1966","-56.8152","Granite Canal","CA","CAN0007912"
"50.4616","-96.0095","Great Falls","CA","CAN0002151"
"50.9061","-112.7080","Green Acres","CA","CAN0007914"
"47.4684","-68.2354","Green River","CA","CAN0007915"
"45.3467","-63.1390","Greenfield","CA","CAN0007916"
"42.7701","-82.4528","Greenfield Energy Centre","CA","CAN0002051"
"48.7606","-88.7667","Greenwich","CA","CAN0007917"
"44.3085","-80.3138","Grey Highlands","CA","CAN0007918"
"44.3140","-80.2890","Grey Highlands Zero Emission People (Zep)","CA","CAN0008600"
"43.1474","-79.5389","Grimsby Bioreactor","CA","CAN0007919"
"49.1810","-65.4615","Gros Morne I","CA","CAN0002262"
"49.2202","-65.4207","Gros-Morne II","CA","CAN0002152"
"44.5672","-65.6346","Gulch","CA","CAN0007921"
"43.0858","-80.7142","Gunn's Hill","CA","CAN0007922"
"54.0071","-119.1032","H R Milner","CA","CAN0002052"
"43.1220","-79.7108","HAF Energy","CA","CAN0007923"
"43.9294","-78.5454","HPG Site A","CA","CAN0007956"
"49.2479","-125.3837","Haa-ak-suuk Creek Hydro","CA","CAN0008602"
"44.2752","-77.7954","Hagues Reach","CA","CAN0007924"
"52.2609","-112.0271","Halkirk","CA","CAN0002153"
"43.5613","-79.8447","Halton Hills","CA","CAN0002053"
"43.2534","-79.7700","Hamilton (Digester Gas) Cogenertion","CA","CAN0007926"
"45.0008","-79.2977","Hanna Chute","CA","CAN0007927"
"45.0892","-63.5178","Hardwood Lands Community Wind Project","CA","CAN0008603"
"47.4166","-53.5314","Hardwoods","CA","CAN1060368"
"49.1385","-123.8571","Harmac","CA","CAN0007928"
"50.1112","-82.2081","Harmon","CA","CAN0002154"
"47.9572","-84.8303","Harris","CA","CAN0007930"
"42.0323","-82.9618","Harrow","CA","CAN0007931"
"51.7849","-67.9119","Hart-Jaune","CA","CAN0007932"
"48.5392","-123.4624","Hartland LFG","CA","CAN0007933"
"52.9342","-119.4562","Hauer Creek","CA","CAN0008604"
"45.4634","-72.7809","Haute-Yamaska-Roland Thibault Cogeneration","CA","CAN0007934"
"44.3730","-77.7787","Healey Falls","CA","CAN0007935"
"47.8628","-53.3758","Hearts Content","CA","CAN0007936"
"45.0466","-64.4121","Hells Gate","CA","CAN0007937"
"46.4543","-62.3146","Hermanville / Clearspring","CA","CAN0007938"
"43.1990","-79.2646","Heywood","CA","CAN0007939"
"45.5892","-63.6140","Higgins Mountain","CA","CAN0007940"
"48.4434","-92.3562","High Falls","CA","CAN0007941"
"45.8396","-75.6456","High Falls (Lièvre)","CA","CAN0002155"
"44.9538","-76.6087","High Falls (OPG)","CA","CAN0007943"
"46.3792","-81.5696","High Falls (Worthington)","CA","CAN0007944"
"46.2448","-60.3488","Hillside Boularderie","CA","CAN0007945"
"49.0825","-57.2014","Hinds Lake","CA","CAN0007946"
"53.4153","-117.5717","Hinton Pulp","CA","CAN0007947"
"58.3547","-130.2560","Hluey Lake (SNP)","CA","CAN0007948"
"47.2134","-84.6188","Hogg","CA","CAN0007949"
"47.9605","-84.5040","Hollingsworth","CA","CAN0007950"
"45.0036","-64.3764","Hollow Bridge","CA","CAN0007951"
"47.4532","-53.0976","Holyrood","CA","CAN0002054"
"57.3393","-111.7578","Horizon (CNRL)","CA","CAN0002055"
"47.1320","-52.9816","Horse Chops","CA","CAN0007952"
"51.1180","-115.0343","Horseshoe","CA","CAN0007953"
"47.3047","-79.6966","Hound Chute","CA","CAN0007954"
"49.5220","-123.4862","Howe Sound Pulp & Paper Corp","CA","CAN0002156"
"45.4235","-75.7207","Hull (Chute Des Chaudières)","CA","CAN0007957"
"45.4217","-75.7197","Hull-2","CA","CAN0007958"
"43.6333","-79.4806","Humber Treatment Plant","CA","CAN0007959"
"44.3115","-81.5463","Huron","CA","CAN0007960"
"44.8112","-63.7758","Hwy 101 Landfill","CA","CAN0007961"
"52.8413","-119.3524","Hystad","CA","CAN0007962"
"44.0636","-78.8664","Illumination","CA","CAN0007963"
"43.8474","-79.0249","Index Energy Mills Road Corp","CA","CAN0007964"
"43.0880","-80.8462","Ingersoll 1","CA","CAN0007965"
"53.9235","-122.6957","Intercon Pulp Mill","CA","CAN0007966"
"50.6335","-115.1392","Interlakes","CA","CAN0007967"
"49.2186","-123.2015","Iona Island Wwtp LFG","CA","CAN0007968"
"45.4933","-62.6245","Irish Mountain","CA","CAN0007969"
"48.7692","-80.6666","Iroquois Falls","CA","CAN0002056"
"48.7638","-80.6688","Iroquois Falls","CA","CAN0007970"
"49.5772","-81.3821","Island Falls (H2O)","CA","CAN0007971"
"55.5284","-102.3561","Island Falls (Sk)","CA","CAN0002157"
"50.0694","-125.2815","Island Generation","CA","CAN0002057"
"45.5690","-61.0745","Isle Madame","CA","CAN0007973"
"48.5771","-71.6347","Isle-Maligne","CA","CAN0002158"
"50.8282","-123.0568","Jamie Creek","CA","CAN0008605"
"48.7355","-67.6658","Jardin d'Éole","CA","CAN0002159"
"46.6353","-71.0477","Jean-Guérin","CA","CAN0007976"
"49.3213","-68.3467","Jean-Lesage (Manic-2)","CA","CAN0002160"
"54.5432","-98.0282","Jenpeg","CA","CAN0002161"
"43.1333","-81.8938","Jericho","CA","CAN0002162"
"48.6987","-71.2125","Jim-Gray","CA","CAN0007980"
"50.6040","-124.0249","Jimmie Creek (Upper Toba Valley)","CA","CAN0008606"
"45.8781","-76.6961","Joey-Tanenbaum","CA","CAN0007981"
"52.3078","-113.5468","Joffre","CA","CAN0002058"
"50.0440","-125.3109","John Hart","CA","CAN0002163"
"44.5476","-76.2367","Jones Falls","CA","CAN0007983"
"48.4167","-71.2555","Jonquière","CA","CAN0007984"
"48.4221","-71.2534","Jonquière 1","CA","CAN0007985"
"48.4297","-124.0523","Jordan River","CA","CAN0002164"
"43.9373","-81.6399","K2 Wind","CA","CAN0002165"
"44.7278","-64.2544","Kaizer Meadow","CA","CAN0007988"
"48.3975","-89.6165","Kakabeka","CA","CAN0007989"
"51.0969","-115.0582","Kananaskis","CA","CAN0007990"
"49.3750","-82.3928","Kap Solar Park","CA","CAN0007991"
"49.4131","-82.4299","Kapuskasing","CA","CAN0007992"
"50.6897","-120.0878","Kearl","CA","CAN1060438"
"53.4487","-114.4501","Keephills","CA","CAN0002059"
"56.0405","-96.5379","Kelsey","CA","CAN0002166"
"53.5632","-127.9426","Kemano","CA","CAN0002167"
"45.4485","-63.1148","Kemptown","CA","CAN0007995"
"49.7725","-94.5035","Kenora","CA","CAN0007996"
"42.5452","-82.0506","Kent Breeze","CA","CAN0007997"
"45.8194","-64.8894","Kent Hills 1 / 2","CA","CAN0002168"
"44.5372","-63.6098","Ketch Harbour Wind Power Project","CA","CAN0008607"
"56.3817","-94.6346","Kettle","CA","CAN0002169"
"49.5159","-113.8218","Kettles Hill","CA","CAN0008000"
"49.6690","-115.9476","Kimberley","CA","CAN0008001"
"43.8589","-81.6920","Kingsbridge 1","CA","CAN0008002"
"44.2966","-76.6330","Kingston Gardiner Hwy2 North","CA","CAN0008003"
"44.2712","-76.6719","Kingston Gardiner Hwy2 South","CA","CAN0008004"
"44.2653","-76.7686","Kingston Gardiner TS Odessa","CA","CAN0008005"
"44.3201","-76.5667","Kingston Gardiner TS Unity Road","CA","CAN0008006"
"44.2934","-76.4405","Kingston Mills","CA","CAN0008007"
"50.1449","-82.2086","Kipling","CA","CAN0002170"
"48.1350","-80.0405","Kirkland G1-G5","CA","CAN0002060"
"50.5199","-126.8755","Kokish River","CA","CAN0008009"
"49.4533","-117.5179","Kootenay Canal","CA","CAN0002171"
"49.2013","-122.9366","Kruger Products Paper Mill","CA","CAN0008011"
"50.1051","-121.5671","Kwoiek Creek","CA","CAN0008012"
"49.0798","-64.6289","L'Anse-à-Valleau","CA","CAN0002263"
"46.4491","-72.7393","La Gabelle","CA","CAN0002172"
"53.7323","-78.5712","La Grande-1","CA","CAN0002173"
"53.7808","-77.5483","La Grande-2-A","CA","CAN0002174"
"53.7274","-75.9874","La Grande-3","CA","CAN0002175"
"53.8864","-73.4660","La Grande-4","CA","CAN0002176"
"48.3694","-67.8251","La Mitis","CA","CAN0008018"
"48.8473","-79.1497","La Sarre-1","CA","CAN0008019"
"47.4446","-72.7987","La Tuque","CA","CAN0002177"
"50.6307","-93.2206","Lac Seul / Ear Falls","CA","CAN0008021"
"48.4194","-67.7137","Lac-Alfred","CA","CAN0002178"
"50.9989","-59.0621","Lac-Robertson","CA","CAN0008025"
"45.7326","-73.5346","Lachenaie Landfill","CA","CAN0008023"
"45.6093","-74.2492","Lachute LFG","CA","CAN0008024"
"50.0173","-125.3930","Ladore Falls","CA","CAN0008026"
"45.3044","-74.9928","Lafleche LFG","CA","CAN0008027"
"54.1693","-72.6146","Laforge-1","CA","CAN0002179"
"54.5909","-71.2787","Laforge-2","CA","CAN0002180"
"50.8397","-122.8559","Lajoie","CA","CAN0008030"
"49.3706","-122.8736","Lake Buntzen 1","CA","CAN0008031"
"49.3757","-122.8684","Lake Buntzen 2","CA","CAN0008032"
"46.5158","-84.3689","Lake Superior","CA","CAN0002061"
"44.4210","-78.2722","Lakefield","CA","CAN0008033"
"47.8494","-64.6187","Lameque","CA","CAN0008034"
"49.5690","-122.3446","Lamont Creek","CA","CAN0008035"
"52.1988","-108.4509","Landis","CA","CAN1060487"
"56.2508","-101.1171","Laurie River I","CA","CAN0008036"
"56.2251","-101.0094","Laurie River II","CA","CAN0008037"
"45.6994","-70.5800","Le Granit","CA","CAN0008038"
"49.0673","-66.7573","Le Nordais (Phase 1 - Cap Chat)","CA","CAN0008609"
"48.7816","-67.6097","Le Nordais 2 (Matane)","CA","CAN0008039"
"48.0503","-67.4303","Le Plateau 1","CA","CAN0002181"
"48.0532","-67.4782","Le Plateau 2","CA","CAN0008041"
"48.1545","-65.3474","Lebreux","CA","CAN0008042"
"44.1442","-76.8480","Lennox","CA","CAN0002062"
"44.7267","-65.4967","Lequille","CA","CAN0008043"
"45.3089","-74.0273","Les Cèdres","CA","CAN0002182"
"49.7094","-112.7742","Lethbridge","CA","CAN0008045"
"43.2608","-79.7920","Liberty Energy Centre","CA","CAN0008046"
"44.3136","-78.3926","Lily Lake","CA","CAN0008047"
"45.5397","-62.8225","Limerock","CA","CAN0008048"
"56.5075","-94.1097","Limestone","CA","CAN0002183"
"46.2358","-60.0390","Lingan","CA","CAN0002063"
"46.2453","-60.0387","Lingan","CA","CAN0008050"
"47.5126","-79.7080","Liskeard 1","CA","CAN0008051"
"47.4900","-79.7115","Liskeard 3","CA","CAN0008052"
"47.5049","-79.7115","Liskeard 4","CA","CAN0008053"
"50.0036","-82.1649","Little Long","CA","CAN0002184"
"43.7532","-66.0303","Little River Harbour","CA","CAN0008055"
"48.4008","-53.3786","Lockston","CA","CAN0008056"
"49.7699","-124.3170","Lois Lake","CA","CAN0008057"
"44.3114","-78.3143","London Street","CA","CAN0008058"
"56.0623","-130.0185","Long Lake","CA","CAN0008059"
"49.2136","-81.0204","Long Sault Rapids","CA","CAN0008060"
"56.3978","-94.3687","Long Spruce","CA","CAN0002185"
"49.7678","-86.5421","Longlac Biomass Cogeneration","CA","CAN0008062"
"45.5740","-74.8192","Longueil TS Malbouef","CA","CAN0008063"
"48.3662","-58.2939","Lookout Brook","CA","CAN0008064"
"49.3277","-121.6013","Lorenzetta Creek","CA","CAN0008610"
"49.7480","-123.5159","Lower Bear","CA","CAN0008065"
"49.4617","-117.5004","Lower Bonnington","CA","CAN0008066"
"49.8176","-123.3973","Lower Clowhom","CA","CAN0008067"
"44.0900","-64.8480","Lower Great Brook","CA","CAN0008068"
"44.1577","-64.9772","Lower Lake Falls","CA","CAN0008069"
"47.1389","-79.4541","Lower Notch","CA","CAN0002186"
"44.9613","-64.0331","Lower St Croix","CA","CAN0008071"
"48.8132","-81.4875","Lower Sturgeon","CA","CAN0008072"
"44.3700","-76.9750","Loyalist","CA","WKS0067649"
"45.0275","-64.3967","Lumsden","CA","CAN0008073"
"44.3145","-77.4320","Lunarlight","CA","CAN0008074"
"47.2688","-84.4364","MacKay","CA","CAN0008075"
"57.0413","-111.9055","MacKay River","CA","CAN0002064"
"55.3370","-123.1823","MacKenzie Conifex Green Energy","CA","CAN0008076"
"49.6868","-113.4752","MacLeod Flats","CA","CAN0008077"
"45.9551","-66.8665","Mactaquac","CA","CAN0002187"
"50.3228","-64.4542","Magpie","CA","CAN0008079"
"49.3859","-112.9488","Magrath","CA","CAN0008080"
"54.5838","-110.3934","Mahkeses","CA","CAN0002065"
"44.9877","-62.4841","Malay Falls","CA","CAN0008081"
"49.7214","-123.0919","Mamquam","CA","CAN0008082"
"49.1913","-68.3294","Manic-1","CA","CAN0002188"
"50.6398","-68.7267","Manic-5","CA","CAN0002189"
"50.6467","-68.7395","Manic-5-PA","CA","CAN0002190"
"50.5837","-93.4554","Manitou Falls","CA","CAN0008086"
"53.0035","-78.7935","Maquatua","CA","CAN0008087"
"48.7186","-86.3941","Marathon Pulp Inc","CA","CAN0008088"
"46.8941","-71.1587","Marches-Naturelles","CA","CAN0008089"
"49.2342","-125.3569","Marion 3 Creek","CA","CAN0008611"
"44.4851","-77.6876","Marmora","CA","CAN0008090"
"44.9270","-64.1192","Martock Ridge","CA","CAN0008091"
"45.7288","-62.0635","Maryvale","CA","CAN0008092"
"46.5668","-70.4849","Massif du Sud","CA","CAN0002191"
"45.5432","-75.4203","Masson","CA","CAN0002192"
"47.1233","-79.4946","Matabitchuan","CA","CAN0008095"
"49.6807","-83.6816","Mattawishkwia","CA","CAN0008096"
"44.9934","-79.2019","Matthias","CA","CAN0008097"
"63.6540","-135.9155","Mayo A","CA","CAN0008098"
"63.6329","-135.9283","Mayo B","CA","CAN0008099"
"49.6123","-113.4815","McBride Lake","CA","CAN0008101"
"49.1930","-68.3268","McCormick","CA","CAN0002193"
"46.7405","-71.6955","McDougall","CA","CAN0008103"
"53.3687","-120.3754","McIntosh Creek","CA","CAN0008612"
"49.8047","-93.1887","McKenzie Falls","CA","CAN0008104"
"45.9355","-81.9835","McLean's Mountain","CA","CAN0008105"
"56.6872","-130.7975","McLymont Creek","CA","CAN0008613"
"56.1447","-120.6686","McMahon Cogeneration","CA","CAN0002066"
"49.5158","-123.5015","McNair Creek","CA","CAN0008106"
"47.9054","-84.6705","McPhail","CA","CAN0008107"
"46.2846","-80.8484","McVittie","CA","CAN0008108"
"50.3981","-95.9977","Mcarthur","CA","CAN0008100"
"49.8720","-126.2136","Mears Creek","CA","CAN0008109"
"55.2856","-121.4691","Meikle Wind","CA","CAN0002264"
"44.0820","-80.2870","Melancthon I","CA","CAN0008110"
"44.1180","-80.3129","Melancthon II","CA","CAN0002194"
"45.2630","-72.1435","Memphrémagog","CA","CAN0008112"
"54.4711","-66.6125","Menihek","CA","CAN0008113"
"46.7173","-75.9825","Mercier","CA","CAN0008114"
"53.2593","-109.9512","Meridian Cogeneration","CA","CAN0002067"
"46.5158","-79.4932","Merrick Landfill","CA","CAN0008115"
"44.9178","-75.8373","Merrickville","CA","CAN0008116"
"48.2505","-66.7255","Mesgi'g Ugju's'n","CA","CAN0002195"
"44.9397","-64.4315","Methals","CA","CAN0008118"
"44.2482","-77.8019","Meyersburg","CA","CAN0008119"
"52.0759","-118.5705","Mica","CA","CAN0002196"
"54.3787","-128.8852","Middle","CA","CAN0008615"
"44.5392","-79.7650","Midhurst 2","CA","CAN0008121"
"44.4724","-79.5693","Midhurst 3","CA","CAN0008122"
"44.4696","-79.5615","Midhurst 4","CA","CAN0008123"
"44.4762","-79.7194","Midhurst 6","CA","CAN0008124"
"44.5397","-79.7620","Midhurst II","CA","WKS0062168"
"45.1276","-75.2581","Mightysolar","CA","CAN0008125"
"44.7116","-63.8962","Mill Lake","CA","CAN0008126"
"47.0738","-65.4552","Millbank","CA","CAN0002068"
"45.3263","-63.3441","Millbrook","CA","CAN0008127"
"50.3499","-122.8714","Miller Creek","CA","CAN0008128"
"45.1755","-67.2929","Milltown","CA","CAN0008129"
"48.9062","-72.2053","Minashtuk","CA","CAN0008130"
"44.9410","-78.7083","Minden","CA","CAN0008131"
"46.9697","-65.5943","Miramichi","CA","CAN0008132"
"47.8996","-79.8759","Misema","CA","CAN0008133"
"47.9384","-84.8373","Mission","CA","CAN0008134"
"43.6987","-79.6434","Mississauga","CA","CAN0002069"
"45.3092","-76.2435","Mississippi Mills","CA","CAN0008135"
"48.6036","-68.1376","Mitis-1","CA","CAN0008136"
"48.6219","-68.1378","Mitis-2","CA","CAN0008137"
"47.2479","-52.8418","Mobile","CA","CAN0008138"
"42.8514","-79.4903","Mohawk Point","CA","CAN0008139"
"48.9399","-65.5271","Mont Copper","CA","CAN0008616"
"48.9800","-65.4958","Mont Miller","CA","CAN0008140"
"48.9720","-65.3796","Mont Rothery","CA","CAN0008617"
"49.1818","-65.6502","Mont-Louis","CA","CAN0002265"
"49.1780","-64.9418","Montagne-Sèche","CA","CAN0008618"
"46.9872","-70.5492","Montmagny","CA","CAN0008142"
"50.6231","-124.1873","Montrose","CA","CAN0008143"
"45.2748","-73.5774","Montérégie","CA","CAN0002197"
"46.6292","-80.6646","Moose Rapids","CA","CAN0008144"
"52.9345","-132.1282","Moresby Lake","CA","CAN0008145"
"48.7069","-94.2503","Morley","CA","CAN0008146"
"47.2537","-52.9358","Morris","CA","CAN0008147"
"50.3989","-106.9585","Morse","CA","CAN0008148"
"45.8185","-82.1428","Mother Earth I","CA","CAN0008149"
"45.1957","-76.9074","Mountain Chute","CA","CAN0002198"
"45.6207","-61.4343","Mulgrave","CA","CAN0008151"
"48.4520","-71.2132","Murdock-Wilson","CA","CAN0008152"
"57.2537","-111.5064","Muskeg River","CA","CAN0002070"
"54.7265","-110.3441","Nabiye","CA","CAN0002071"
"46.3440","-81.5734","Nairn","CA","CAN0008153"
"49.6826","-88.0049","Namewaminikan","CA","CAN0008154"
"42.8100","-80.0350","Nanticoke","CA","WKS0067638"
"44.2175","-76.7082","Napanee TS Taylor Kidd","CA","CAN0008155"
"42.9564","-81.7328","Napier Wind","CA","CAN0008156"
"42.1941","-82.8105","Naylor","CA","CAN0008157"
"54.0147","-124.0513","Nechako Lumber","CA","CAN0008158"
"47.4055","-65.7918","Nepisiguit Falls","CA","CAN0008159"
"48.0292","-53.2104","New Chelsea","CA","CAN0008160"
"45.5057","-62.6099","New Glasgow (Watts Wind II)","CA","CAN0008161"
"48.1999","-65.7166","New Richmond","CA","CAN0008162"
"44.9091","-65.0299","Nictaux","CA","CAN0008163"
"45.0222","-63.6552","Nine Mile River","CA","CAN0008164"
"53.3210","-104.0431","Nipawin","CA","CAN0002199"
"46.0967","-79.4796","Nipissing","CA","CAN0008166"
"42.8745","-80.2972","Norfolk Bloomsburg","CA","CAN0008167"
"49.7717","-94.5243","Norman","CA","CAN0008168"
"52.6832","-108.1715","North Battleford","CA","CAN0002072"
"44.9155","-63.6815","North Beaverbank","CA","CAN0008169"
"47.0485","-63.9950","North Cape","CA","CAN0008170"
"42.1538","-82.8478","North Maiden","CA","CAN0008171"
"57.0335","-111.6019","Northern Prairie","CA","CAN1060644"
"45.6533","-62.7183","Northern Pulp Nova Scotia Pictou Mill","CA","CAN0008172"
"45.6081","-79.4262","Northland Power Burks Falls West","CA","CAN0008173"
"49.1444","-80.9717","Northland Power Solar Abitibi","CA","CAN0008174"
"44.0590","-77.3315","Northland Power Solar Belleville North","CA","CAN0008175"
"44.0660","-77.3151","Northland Power Solar Belleville South","CA","CAN0008176"
"45.6120","-79.3572","Northland Power Solar Burks Falls East","CA","CAN0008177"
"44.6707","-76.3044","Northland Power Solar Crosby","CA","CAN0008178"
"49.1258","-80.9915","Northland Power Solar Empire","CA","CAN0008179"
"45.0965","-74.7167","Northland Power Solar Glendale","CA","CAN0008180"
"49.1402","-81.2854","Northland Power Solar Long Lake","CA","CAN0008181"
"49.1433","-80.9888","Northland Power Solar Martin's Meadows","CA","CAN0008182"
"44.6824","-76.2727","Northland Power Solar Mccann LP","CA","CAN0008183"
"44.8206","-76.3070","Northland Power Solar North Burgess","CA","CAN0008184"
"44.6692","-76.2740","Northland Power Solar Rideau Lakes","CA","CAN0008185"
"49.6281","-122.4625","Northwest Stave River","CA","CAN0008186"
"53.9792","-122.6936","Northwood Green Power","CA","CAN0008187"
"47.0078","-64.0206","Norway","CA","CAN0008188"
"45.5599","-63.2194","Nuttby Mountain","CA","CAN0008189"
"43.8123","-79.0740","OPG 7 Gomberg","CA","CAN0008196"
"52.3511","-127.6862","Ocean Falls","CA","CAN0008190"
"46.1238","-80.0145","Okikendawt","CA","CAN0008191"
"49.5708","-113.8534","Old Man 2","CA","CAN0008192"
"49.5777","-113.8702","Old Man River","CA","CAN0008193"
"49.1651","-82.7136","Old Woman Falls","CA","CAN0008194"
"49.5610","-113.8960","Oldman River","CA","CAN0008195"
"49.5312","-114.0538","Optimist","CA","CAN0008197"
"44.5825","-79.4981","Orillia 1","CA","CAN0008198"
"44.5809","-79.4984","Orillia 2","CA","CAN0008199"
"44.5860","-79.4995","Orillia 3","CA","CAN0008200"
"45.4019","-75.6557","Ottawa Health Sciences Centre","CA","CAN1060669"
"50.1812","-81.6373","Otter Rapids","CA","CAN0002200"
"46.3784","-78.7276","Otto Holden","CA","CAN0002201"
"49.1448","-68.3894","Outardes-2","CA","CAN0002202"
"49.5576","-68.7256","Outardes-3","CA","CAN0002203"
"49.7037","-68.9038","Outardes-4","CA","CAN0002204"
"52.9626","-115.5891","Outlet Works","CA","CAN0008206"
"42.0066","-82.8803","Oxley","CA","CAN0008207"
"44.8117","-65.2186","Paradise","CA","CAN0008208"
"47.6182","-54.4315","Paradise River","CA","CAN0008209"
"44.7860","-65.4905","Parker Mountain","CA","CAN0008210"
"45.3994","-71.8996","Paton","CA","CAN0008211"
"45.8097","-75.9309","Paugan","CA","CAN0002205"
"55.9826","-121.9950","Peace Canyon","CA","CAN0002206"
"56.3711","-117.1856","Peace River Pulp","CA","CAN0008214"
"43.0490","-80.3883","Penn Energy - Brantgate","CA","CAN0008215"
"44.7257","-75.4928","Penn Energy - Edwardsburgh Morrisburg-1","CA","CAN0008216"
"44.0246","-78.1208","Penn Energy - Hamilton Port Hope-4","CA","CAN0008217"
"44.4433","-78.6864","Penn Energy - Ridgefield","CA","CAN0008218"
"44.0616","-79.1816","Penn Energy - Roseplain","CA","CAN0008219"
"45.1066","-74.6822","Penn Energy - S. Glengarry St. Lawrence-1","CA","CAN0008220"
"43.9459","-78.3877","Penn Energy - Vandorp","CA","CAN0008221"
"49.9256","-120.1093","Pennask","CA","CAN0008620"
"49.7858","-67.1570","Pentecôte","CA","CAN0008222"
"44.4307","-78.6940","Perpetual Cleanpower Lindsay","CA","CAN0008224"
"44.5006","-79.6133","Perpetual Cleanpower Oro 4 Line","CA","CAN0008225"
"49.9620","-81.5226","Peter Sutherlan Sr.","CA","CAN0008621"
"44.3653","-78.2928","Peterborough Robert G. Lake","CA","CAN0008226"
"48.2614","-69.6265","Petites-Bergeronnes","CA","CAN0008227"
"47.4654","-52.7123","Petty Harbour","CA","CAN0008228"
"43.8107","-79.0689","Pickering A","CA","CAN0002073"
"43.8096","-79.0639","Pickering B","CA","CAN0002074"
"45.9670","-72.9274","Pierre-De Saurel","CA","CAN0008622"
"47.2884","-52.8210","Pierres Brook","CA","CAN0008229"
"59.5825","-133.6448","Pine Creek (Atlin)","CA","CAN0008230"
"50.5671","-96.1783","Pine Falls","CA","CAN0008231"
"49.3074","-88.3103","Pine Portage","CA","CAN0002208"
"50.5501","-117.9484","Pingston Creek","CA","CAN0008233"
"44.2470","-80.3944","Plateau I / II","CA","CAN0008234"
"44.1886","-80.3088","Plateau III","CA","CAN0008235"
"50.6993","-115.1194","Pocaterra","CA","CAN0008236"
"46.3216","-60.3295","Point Aconi","CA","CAN0002075"
"46.3220","-60.3200","Point Aconi Wind Project","CA","CAN0008623"
"45.0686","-66.4543","Point Lepreau","CA","CAN0002076"
"45.5720","-61.3112","Point Tupper","CA","CAN0008237"
"45.5870","-61.3483","Point Tupper","CA","CAN0002077"
"50.2981","-95.5481","Pointe du Bois","CA","CAN0008238"
"42.2841","-82.5284","Pointes aux Roches","CA","CAN0008239"
"48.4069","-71.1232","Pont-Arnaud","CA","CAN0008240"
"57.0080","-111.4868","Poplar Creek","CA","CAN0002078"
"49.0579","-105.4851","Poplar River","CA","CAN0002079"
"50.3839","-127.4509","Port Alice","CA","CAN0008241"
"42.1839","-82.2851","Port Alma","CA","CAN0002209"
"42.8392","-80.0274","Port Dover / Nanticoke","CA","CAN0002210"
"45.5982","-61.3601","Port Hawkesbury","CA","CAN0008244"
"42.7677","-80.2521","Port Ryerse","CA","CAN0008245"
"44.7250","-63.3569","Porters Lake Wind Power Project","CA","CAN0008624"
"43.6495","-79.3311","Portlands","CA","CAN0002080"
